date,O3,NO,NO2,NOx,CO,PM10,station,day_of_week,quarter_num,year
2024-11-21,10.35269375,43.43202541666667,48.47390625,115.0528125,0.4166865833333333,27.2,London Marylebone Road,3,4,2024
2024-11-22,19.923738333333333,33.30810708333333,45.73265625,96.804375,0.3458644166666667,28.3,London Marylebone Road,4,4,2024
2024-11-23,31.074712083333335,17.2439225,28.671562499999997,55.13578125,0.27116158333333334,14.4,London Marylebone Road,5,4,2024
2024-11-24,39.97220791666667,8.751888333333333,12.43125,25.87453125,0.21586208333333334,26.2,London Marylebone Road,6,4,2024
2024-11-25,27.74854541666667,46.378771666666665,45.2465625,116.39953125,0.34634950000000003,20.3,London Marylebone Road,0,4,2024
2024-11-26,17.14638916666667,68.40401083333333,61.89328125,166.7540625,0.44967225000000005,,London Marylebone Road,1,4,2024
2024-11-27,25.328759166666668,25.884186521739128,34.898967391304346,74.57918478260869,0.3366478333333333,13.2,London Marylebone Road,2,4,2024
2024-11-28,7.342512916666667,65.80546916666667,56.1159375,157.00828125,0.5059419166666667,,London Marylebone Road,3,4,2024
2024-11-29,12.547963750000001,51.29001541666667,56.79328125,135.41296875,0.43706008333333335,24.2,London Marylebone Road,4,4,2024
2024-11-30,6.793695416666666,52.25147583333333,43.61296875,123.73078125,0.41523133333333334,22.9,London Marylebone Road,5,4,2024
2024-12-01,20.8051725,36.010590416666666,36.815625000000004,92.04703124999999,0.3647826666666667,11.5,London Marylebone Road,6,4,2024
2024-12-02,28.704818333333332,31.109740833333333,32.44875,80.15765625,0.27164666666666665,17.9,London Marylebone Road,0,4,2024
2024-12-03,22.476571250000003,27.20673125,37.1821875,78.9225,0.3424688333333334,,London Marylebone Road,1,4,2024
2024-12-04,5.856945652173914,71.23167608695653,57.72423913043478,166.9446195652174,0.5198406086956522,17.0,London Marylebone Road,2,4,2024
2024-12-05,29.045750416666667,33.65111458333333,36.71203125,88.30171875,0.31966991666666666,20.8,London Marylebone Road,3,4,2024
2024-12-06,26.808903333333333,36.87330625,39.97921875,96.5175,0.34634950000000003,19.3,London Marylebone Road,4,4,2024
2024-12-07,55.829707500000005,5.649229583333334,12.00890625,20.66296875,0.2682510833333333,10.7,London Marylebone Road,5,4,2024
2024-12-08,43.980238750000005,2.7336658333333332,4.335,8.53453125,0.2507880833333333,24.1,London Marylebone Road,6,4,2024
2024-12-09,41.78496875,2.2815195833333335,6.3590625,9.85734375,0.2706765,8.5,London Marylebone Road,0,4,2024
2024-12-10,46.998735,2.13600125,9.58640625,12.845625,0.25321350000000004,12.6,London Marylebone Road,1,4,2024
2024-12-11,49.451782916666666,3.6119729166666663,15.555,21.14109375,0.26437041666666666,16.2,London Marylebone Road,2,4,2024
2024-12-12,27.7901225,9.666575,26.28890625,41.09484375,0.3056025,10.1,London Marylebone Road,3,4,2024
2024-12-13,4.049607916666667,46.441136666666665,44.5771875,115.78593749999999,0.5268005,26.8,London Marylebone Road,4,4,2024
2024-12-14,14.1195775,34.10326083333333,46.2984375,98.58140625,0.44045566666666663,20.0,London Marylebone Road,5,4,2024
2024-12-15,18.560010000000002,31.130529166666665,43.89984375,91.6246875,0.40698491666666664,10.7,London Marylebone Road,6,4,2024
2024-12-16,29.56130625,29.88842625,42.242343749999996,88.0546875,0.35605116666666664,11.9,London Marylebone Road,0,4,2024
2024-12-17,18.16087,27.93432291666667,42.09890625,84.92296875,0.38176058333333335,14.4,London Marylebone Road,1,4,2024
2024-12-18,39.72350136363636,16.60042909090909,27.157500000000002,52.61982954545454,0.30427954545454544,14.0,London Marylebone Road,2,4,2024
2024-12-19,42.3587325,12.561350416666668,29.9784375,49.23890625000001,0.29250525,10.0,London Marylebone Road,3,4,2024
2024-12-20,19.524598333333333,39.77847583333333,51.72515625,112.69406249999999,0.40844016666666666,15.8,London Marylebone Road,4,4,2024
2024-12-21,26.883742083333335,25.138292083333337,39.37359375,77.9184375,0.35362575,16.6,London Marylebone Road,5,4,2024
2024-12-22,54.14167791666667,7.837201666666666,19.9696875,31.9865625,0.3104533333333333,14.6,London Marylebone Road,6,4,2024
2024-12-23,37.219805,21.417180416666667,33.428906250000004,66.268125,0.4360899166666667,22.8,London Marylebone Road,0,4,2024
2024-12-24,13.653914166666667,31.348806666666665,38.154375,86.22984375,0.4457915833333333,15.2,London Marylebone Road,1,4,2024
2024-12-25,31.13292,17.96112,29.82703125,57.375,0.41183575,11.2,London Marylebone Road,2,4,2024
2024-12-26,20.281301250000002,23.095838333333333,29.77921875,65.19234375,0.4394855,13.6,London Marylebone Road,3,4,2024
2024-12-27,7.8996458333333335,40.298184166666665,41.7084375,103.49015625,0.5127330833333333,18.1,London Marylebone Road,4,4,2024
2024-12-28,8.514986666666667,28.95814833333333,30.25734375,74.6353125,0.4710159166666667,11.3,London Marylebone Road,5,4,2024
2024-12-29,20.139939166666668,30.163871666666665,34.64015625,80.84296875,0.49332975,9.7,London Marylebone Road,6,4,2024
2024-12-30,38.55858708333333,19.96719416666667,31.325156250000003,61.95703125,0.44288108333333337,7.2,London Marylebone Road,0,4,2024
2024-12-31,46.17550875,12.602927083333334,20.878125,40.194375,0.43123908333333333,10.6,London Marylebone Road,1,4,2024
2025-01-01,50.35237869565218,14.202211363636364,23.593295454545455,45.352329545454545,0.26725982608695653,9.3,London Marylebone Road,2,1,2025
2025-01-02,29.544675416666664,13.081058749999999,28.4484375,48.4978125,0.162988,19.1,London Marylebone Road,3,1,2025
2025-01-03,9.080435,42.63167458333333,55.223437499999996,120.583125,0.26388533333333336,21.3,London Marylebone Road,4,1,2025
2025-01-04,17.503952083333335,28.27733041666667,44.7046875,88.07859375,0.27116158333333334,29.8,London Marylebone Road,5,1,2025
2025-01-05,35.3737825,15.045556249999999,28.137656250000003,51.21515625,0.2595195833333333,35.2,London Marylebone Road,6,1,2025
2025-01-06,34.73349541666666,20.04515041666667,28.77515625,59.50265625,0.2570941666666667,16.6,London Marylebone Road,0,1,2025
2025-01-07,19.491336666666665,33.7706475,44.019375,95.81625000000001,0.227019,21.3,London Marylebone Road,1,1,2025
2025-01-08,9.5294675,38.77024166666667,49.39828125,108.885,0.27261683333333336,10.0,London Marylebone Road,2,1,2025
2025-01-09,13.703806666666667,33.18337708333333,46.67296875,97.55343749999999,0.26000466666666666,16.3,London Marylebone Road,3,1,2025
2025-01-10,2.9686037499999998,55.458076250000005,61.94109375,146.98359374999998,0.4094103333333334,25.0,London Marylebone Road,4,1,2025
2025-01-11,1.4053054166666668,106.36350750000001,68.7065625,231.7790625,0.675236,14.3,London Marylebone Road,5,1,2025
2025-01-12,2.3449475,103.11013333333334,67.72640625,225.86625,0.8765455833333333,10.5,London Marylebone Road,6,1,2025
2025-01-13,21.17936625,30.813507083333334,45.262499999999996,92.50921875,0.22653391666666667,28.4,London Marylebone Road,0,1,2025
2025-01-14,13.911692083333334,46.25923875,48.418125,119.32406250000001,0.25563891666666666,26.9,London Marylebone Road,1,1,2025
2025-01-15,5.544575217391304,43.86157565217391,42.715271739130436,109.9604347826087,0.279408,24.5,London Marylebone Road,2,1,2025
2025-01-16,19.441444166666667,30.756339166666667,38.1065625,85.27359375,0.30996825,23.7,London Marylebone Road,3,1,2025
2025-01-17,23.017073333333332,32.5857125,36.17015625,86.17406249999999,0.3589616666666667,46.5,London Marylebone Road,4,1,2025
2025-01-18,15.04258875,21.318435833333336,36.58453125,69.2803125,0.40019374999999996,44.9,London Marylebone Road,5,1,2025
2025-01-19,20.38108625,20.268625,28.72734375,59.79750000000001,0.41765674999999997,38.8,London Marylebone Road,6,1,2025
2025-01-20,7.475559583333333,51.918862499999996,45.11109375,124.71890624999999,0.5505695833333334,30.2,London Marylebone Road,0,1,2025
2025-01-21,8.8309725,44.648142916666664,46.19484375,114.63046874999999,0.52389,40.4,London Marylebone Road,1,1,2025
2025-01-22,9.446313333333334,23.66232041666667,38.95921875,75.23296875,0.4564634166666666,36.4,London Marylebone Road,2,1,2025
2025-01-23,19.73248375,36.02098458333334,46.18687499999999,101.3784375,0.46810541666666666,21.0,London Marylebone Road,3,1,2025
2025-01-24,37.75199166666667,22.695662916666667,33.428906250000004,68.244375,0.42541808333333336,37.8,London Marylebone Road,4,1,2025
2025-01-25,29.794137916666667,26.499927916666667,39.71625,80.3728125,0.4792623333333333,23.4,London Marylebone Road,5,1,2025
2025-01-26,42.20073958333334,14.316834782608694,28.579402173913042,50.56483695652174,0.4535318260869565,16.0,London Marylebone Road,6,1,2025
2025-01-27,53.12032782608696,18.843824615384616,25.068461538461538,53.96192307692308,,14.8,London Marylebone Road,0,1,2025
2025-01-28,36.45781045454545,23.524078,26.526375,62.6056875,,13.2,London Marylebone Road,1,1,2025
2025-01-29,18.73354913043478,24.642309565217396,38.42461956521739,76.23391304347827,,22.4,London Marylebone Road,2,1,2025
2025-01-30,27.848330416666666,35.43891125,39.4771875,93.76828124999999,,18.1,London Marylebone Road,3,1,2025
2025-01-31,21.81133791666667,38.853395,46.60125,106.19156249999999,,14.1,London Marylebone Road,4,1,2025
2025-02-01,31.265966666666667,25.611226666666667,35.99484375,75.26484375,,13.9,London Marylebone Road,5,1,2025
2025-02-02,17.029973333333334,35.17386,47.708906250000005,101.6334375,,31.2,London Marylebone Road,6,1,2025
2025-02-03,11.250758750000001,55.08388625,50.93625,135.373125,,35.3,London Marylebone Road,0,1,2025
2025-02-04,23.422260909090905,42.21071083333333,43.828125,108.56625000000001,,26.9,London Marylebone Road,1,1,2025
2025-02-05,19.033988750000002,44.34671208333333,48.39421875,116.36765625,,24.0,London Marylebone Road,2,1,2025
2025-02-06,36.887188333333334,9.718545833333334,22.5515625,37.445156250000004,,15.8,London Marylebone Road,3,1,2025
2025-02-07,37.70209916666666,10.664415,18.73453125,35.11828125,0.1558236923076923,13.0,London Marylebone Road,4,1,2025
2025-02-08,14.277570416666668,24.280773333333332,29.04609375,66.3,0.23769083333333332,11.3,London Marylebone Road,5,1,2025
2025-02-09,20.422663333333333,9.458691666666667,22.926093750000003,37.39734375,0.2279891666666667,16.0,London Marylebone Road,6,1,2025
2025-02-10,34.75012625,5.06715625,14.120624999999999,21.898124999999997,0.180451,25.5,London Marylebone Road,0,1,2025
2025-02-11,16.348109166666667,15.315804583333334,19.06125,42.5371875,0.29590083333333334,12.5,London Marylebone Road,1,1,2025
2025-02-12,9.695775833333334,13.382489583333333,19.85015625,40.37765625,0.29256852173913045,14.9,London Marylebone Road,2,1,2025
2025-02-13,40.853642083333334,9.344355833333333,20.9259375,35.27765625,0.244482,32.8,London Marylebone Road,3,1,2025
2025-02-14,32.97062708333333,31.457945416666664,44.81625,93.0590625,0.42299266666666663,34.2,London Marylebone Road,4,1,2025
2025-02-15,28.56345625,21.323632916666664,33.7715625,66.4753125,0.32937158333333333,34.2,London Marylebone Road,5,1,2025
2025-02-16,31.989407916666664,16.57349875,30.408749999999998,55.8609375,0.22459358333333335,30.7,London Marylebone Road,6,1,2025
2025-02-17,24.307626000000003,34.867232083333334,44.23453125,97.72078125,0.26388533333333336,34.3,London Marylebone Road,0,1,2025
2025-02-18,15.21166888888889,22.770154444444447,40.375,75.31,0.27164666666666665,49.1,London Marylebone Road,1,1,2025
2025-02-19,9.90592909090909,35.29859,39.3975,93.55602272727273,0.40641163636363636,45.8,London Marylebone Road,2,1,2025
2025-02-20,32.629695,22.321472916666664,29.81109375,64.02890625,0.2134366666666667,12.2,London Marylebone Road,3,1,2025
2025-02-21,31.95614625,19.187631666666665,26.480156249999997,55.91671875,0.203735,15.4,London Marylebone Road,4,1,2025
2025-02-22,27.85664583333333,22.628100833333335,37.1821875,71.9259375,0.2527284166666667,19.2,London Marylebone Road,5,1,2025
2025-02-23,48.72002625,9.988794166666667,19.65890625,34.95890625,0.15619683333333334,14.9,London Marylebone Road,6,1,2025
2025-02-24,42.73292625,24.706934166666667,35.88328125,73.76671875000001,0.21295158333333333,14.9,London Marylebone Road,0,1,2025
2025-02-25,36.4714175,18.673120416666666,37.9790625,66.586875,0.215377,19.4,London Marylebone Road,1,1,2025
2025-02-26,25.65776043478261,33.18902608695652,46.29913043478261,97.19657608695653,0.31332165217391306,20.6,London Marylebone Road,2,1,2025
2025-02-27,40.71228,10.747568333333334,25.786875,42.29015625,0.20324991666666667,12.9,London Marylebone Road,3,1,2025
2025-02-28,24.54711,22.035633333333333,43.89984375,77.6475,0.30123675,25.9,London Marylebone Road,4,1,2025
2025-03-01,33.03715041666667,11.527130833333333,41.405625,59.09625,0.2614599166666667,25.4,London Marylebone Road,5,1,2025
2025-03-02,21.062950416666666,29.27517041666667,52.66546875,97.52953125,0.4297838333333333,30.0,London Marylebone Road,6,1,2025
2025-03-03,16.356424583333332,47.449370833333326,59.70984375,132.46453125,0.4870236666666667,49.0,London Marylebone Road,0,1,2025
2025-03-04,16.36474,52.105957499999995,62.88140625,142.79203125,0.49429991666666667,42.4,London Marylebone Road,1,1,2025
2025-03-05,21.520298333333333,38.54157,59.128125000000004,118.25625000000001,0.45549325,16.1,London Marylebone Road,2,1,2025
2025-03-06,23.965030833333334,43.068229583333334,62.913281250000004,128.96625,0.4792623333333333,18.0,London Marylebone Road,3,1,2025
2025-03-07,33.26166666666666,23.594758333333335,42.4096875,78.60375,0.3497450833333333,11.8,London Marylebone Road,4,1,2025
2025-03-08,32.446755833333334,14.17244625,48.52171875,70.26046875,0.3545959166666666,12.9,London Marylebone Road,5,1,2025
2025-03-09,40.030415833333336,11.371218333333333,46.52953125,63.9571875,0.39776833333333333,13.4,London Marylebone Road,6,1,2025
2025-03-10,42.841026666666664,7.036850833333333,27.707343750000003,38.505,0.35653625,11.6,London Marylebone Road,0,1,2025
2025-03-11,64.95171958333333,4.822893333333334,16.670625,24.10546875,0.22313833333333333,17.6,London Marylebone Road,1,1,2025
2025-03-12,40.93679625,10.97624,26.891413043478263,43.75467391304348,0.2551116521739131,15.7,London Marylebone Road,2,1,2025
2025-03-13,49.96733875,8.440063333333333,22.27265625,35.221875000000004,0.24739250000000002,10.2,London Marylebone Road,3,1,2025
2025-03-14,44.47916375,9.4482975,28.591874999999998,43.0790625,0.26631075,16.0,London Marylebone Road,4,1,2025
2025-03-15,63.89710782608695,2.9675345833333338,12.55078125,17.053124999999998,0.23235491666666666,11.4,London Marylebone Road,5,1,2025
2025-03-16,63.687776250000006,2.125607083333333,11.020781249999999,14.28796875,0.25466875,8.0,London Marylebone Road,6,1,2025
2025-03-17,55.854653750000004,9.848472916666667,24.1453125,39.254062499999996,0.27795275,23.6,London Marylebone Road,0,1,2025
2025-03-18,33.99342333333333,21.443165833333335,43.62890625,76.53984375,0.36817825,38.2,London Marylebone Road,1,1,2025
2025-03-19,17.969615416666667,32.78320166666666,58.9209375,109.14796875,0.4375451666666667,48.3,London Marylebone Road,2,1,2025
2025-03-20,18.975780833333335,34.363115,68.499375,121.1728125,0.45064241666666666,42.1,London Marylebone Road,3,1,2025
2025-03-21,19.025673333333334,36.972050833333334,57.39890625,114.0965625,0.40795508333333336,59.2,London Marylebone Road,4,1,2025
2025-03-22,33.29492833333333,16.51633083333333,36.28171875,61.60640625,0.3579915,27.9,London Marylebone Road,5,1,2025
2025-03-23,30.65568739130435,5.97144875,22.5675,31.73953125,0.33810308333333333,45.7,London Marylebone Road,6,1,2025
2025-03-24,49.600820769230765,12.467802916666669,29.675625,48.768750000000004,0.3516854166666667,55.3,London Marylebone Road,0,1,2025
2025-03-25,23.77377625,24.956394166666666,36.52875,74.810625,0.38612633333333335,41.6,London Marylebone Road,1,1,2025
2025-03-26,23.93176916666667,27.638089166666663,43.21453125,85.60031249999999,0.372544,27.4,London Marylebone Road,2,1,2025
2025-03-27,23.47116739130435,36.399467826086955,44.785760869565216,100.57255434782608,0.3355933043478261,25.3,London Marylebone Road,3,1,2025
2025-03-28,53.02741208333333,12.343072916666666,23.90625,42.808125,0.16783883333333335,12.8,London Marylebone Road,4,1,2025
2025-03-29,47.2481975,13.746285416666666,29.38875,50.45015625,0.20858583333333333,18.8,London Marylebone Road,5,1,2025
2025-03-30,60.627702916666664,4.47468875,13.674375,20.5434375,0.16250291666666666,16.9,London Marylebone Road,6,1,2025
2025-03-31,42.317155416666665,15.970637083333335,36.39328125,60.849375,0.23672066666666666,20.5,London Marylebone Road,0,1,2025
2025-04-01,43.955292500000006,17.628506666666667,32.45671875,59.50265625,0.2522433333333333,22.6,London Marylebone Road,1,2,2025
2025-04-02,48.40404041666667,9.827684583333333,26.07375,41.150625,0.2362355833333333,19.1,London Marylebone Road,2,2,2025
2025-04-03,37.95987708333333,17.815601666666666,43.389843750000004,70.69078125,0.31336383333333334,53.9,London Marylebone Road,3,2,2025
2025-04-04,51.01508125,10.950254583333333,37.87546875,54.6496875,0.28862458333333335,39.0,London Marylebone Road,4,2,2025
2025-04-05,68.65208,2.780439583333333,11.475,15.746249999999998,0.2134366666666667,11.9,London Marylebone Road,5,2,2025
2025-04-06,59.513437083333336,5.36339,16.32,24.56765625,0.227019,19.9,London Marylebone Road,6,2,2025
2025-04-07,46.10898541666666,14.60900125,33.564375,55.96453125,0.2768771304347826,22.9,London Marylebone Road,0,2,2025
2025-04-08,43.98855416666667,15.419746250000001,38.608593750000004,62.2678125,0.32258041666666665,12.0,London Marylebone Road,1,2,2025
2025-04-09,50.3415325,5.093141666666667,19.9059375,27.699375,0.2572327619047619,13.6,London Marylebone Road,2,2,2025
2025-04-10,51.9380925,12.8160075,32.85515625,52.4821875,0.33082683333333335,,London Marylebone Road,3,2,2025
2025-04-11,30.850195833333334,33.0222675,55.7175,106.37484375000001,0.4200821666666667,17.4,London Marylebone Road,4,2,2025
2025-04-12,37.18654333333333,16.09017,51.51,76.213125,0.38176058333333335,14.2,London Marylebone Road,5,2,2025
2025-04-13,45.019665833333335,14.629789583333332,33.875156249999996,56.275312500000005,0.33907325,23.5,London Marylebone Road,6,2,2025
2025-04-14,38.0480205,24.25478791666667,39.7003125,76.89046875,0.33082683333333335,19.8,London Marylebone Road,0,2,2025
2025-04-15,32.50496375,17.784419166666666,33.7875,61.04859375,0.35944675000000004,20.6,London Marylebone Road,1,2,2025
2025-04-16,52.11928105263158,22.363049583333332,33.0225,67.288125,0.320155,19.3,London Marylebone Road,2,2,2025
2025-04-17,36.18869333333333,23.30891875,44.69671875,80.4365625,0.3773948333333333,21.4,London Marylebone Road,3,2,2025
2025-04-18,44.32948625,14.01653375,33.38109375,54.920625,0.3589616666666667,20.8,London Marylebone Road,4,2,2025
2025-04-19,48.916824444444444,10.576064583333332,25.659375,41.89171875,0.2997815,18.0,London Marylebone Road,5,2,2025
2025-04-20,54.02044789473684,7.431829166666667,20.31234375,31.68375,0.3031770833333333,17.7,London Marylebone Road,6,2,2025
2025-04-21,33.07041208333333,12.405437916666665,30.1378125,49.19109375,0.34489425,26.3,London Marylebone Road,0,2,2025
2025-04-22,31.872992083333333,33.614735,42.94359375,94.48546875,0.39970866666666666,21.1,London Marylebone Road,1,2,2025
2025-04-23,42.7578725,17.07241875,35.99484375,62.18812500000001,0.3458644166666667,12.4,London Marylebone Road,2,2,2025
2025-04-24,55.846338333333335,7.270719583333334,19.11703125,30.28125,0.302692,16.7,London Marylebone Road,3,2,2025
2025-04-25,38.28273217391304,19.63141739130435,40.686358695652174,70.77913043478262,0.3497661739130435,21.7,London Marylebone Road,4,2,2025
2025-04-26,39.53980625,13.616358333333332,35.468906249999996,56.34703124999999,0.38030533333333333,29.1,London Marylebone Road,5,2,2025
2025-04-27,41.103104583333334,13.512416666666667,38.72015625,59.45484375,0.4011639166666667,27.8,London Marylebone Road,6,2,2025
2025-04-28,44.36274791666667,31.01099625,51.796875,99.37828125,0.43220925000000004,25.9,London Marylebone Road,0,2,2025
2025-04-29,46.68987666666667,20.913063333333334,53.82093750000001,85.87921875,0.390007,30.4,London Marylebone Road,1,2,2025
2025-04-30,47.67228375,18.439251666666667,54.78515625,83.0503125,0.3822456666666667,34.3,London Marylebone Road,2,2,2025
2025-05-01,46.6494875,21.968071249999998,61.901250000000005,95.593125,0.4457915833333333,6.0,London Marylebone Road,3,2,2025
2025-05-02,64.59415666666666,10.789145,35.158125,51.733125,0.35362575,27.9,London Marylebone Road,4,2,2025
2025-05-03,61.06842,4.1888491666666665,14.25609375,20.654999999999998,0.3094831666666667,67.5,London Marylebone Road,5,2,2025
2025-05-04,58.67358000000001,2.5621620833333334,6.151875,10.06453125,0.285229,15.1,London Marylebone Road,6,2,2025
2025-05-05,50.80719583333333,2.8064250000000004,6.31125,10.62234375,0.2697063333333333,11.3,London Marylebone Road,0,2,2025
2025-05-06,56.844188333333335,4.339564583333334,12.23203125,18.89390625,0.27213175,15.1,London Marylebone Road,1,2,2025
2025-05-07,50.673426086956525,5.092237826086957,15.100434782608696,22.908423913043475,0.292062347826087,15.6,London Marylebone Road,2,2,2025
2025-05-08,62.315732499999996,4.4487033333333335,10.92515625,17.76234375,0.302692,15.5,London Marylebone Road,3,2,2025
2025-05-09,55.470481500000005,12.790022083333334,28.2571875,47.88421875,0.3754545,17.1,London Marylebone Road,4,2,2025
2025-05-10,67.27726444444444,7.504588333333333,26.424374999999998,37.891406249999996,0.35265558333333336,14.5,London Marylebone Road,5,2,2025
2025-05-11,73.97394666666666,5.9610545833333335,29.84296875,38.975156250000005,0.38952191666666663,20.7,London Marylebone Road,6,2,2025
2025-05-12,39.052220454545456,17.574457000000002,42.199312500000005,69.1273125,0.34774147826086954,18.7,London Marylebone Road,0,2,2025
2025-05-13,61.06842,11.065332857142858,33.13178571428572,50.09839285714286,0.2306224761904762,21.7,London Marylebone Road,1,2,2025
2025-05-14,70.25695541666667,7.421435,18.65484375,30.034218749999997,0.16104766666666667,18.2,London Marylebone Road,2,2,2025
2025-05-15,64.4112175,3.934192083333333,10.59046875,16.614843750000002,0.13824875,23.8,London Marylebone Road,3,2,2025
2025-05-16,65.05982,4.978805833333333,11.46703125,19.08515625,0.13824875,20.8,London Marylebone Road,4,2,2025
2025-05-17,71.96993125,1.534179,3.3277499999999995,5.680124999999999,0.14746533333333334,14.1,London Marylebone Road,5,2,2025
2025-05-18,70.09064708333334,,,,0.15086091666666668,19.6,London Marylebone Road,6,2,2025
2025-05-19,57.101966250000004,14.240912173913044,26.833206521739132,48.66065217391304,0.20227974999999998,22.0,London Marylebone Road,0,2,2025
2025-05-20,55.44719833333334,11.215305833333334,25.245,42.41765625,0.20713058333333334,15.0,London Marylebone Road,1,2,2025
2025-05-21,48.981419565217394,9.495749130434783,27.465163043478263,42.02510869565217,0.20095104347826087,20.4,London Marylebone Road,2,2,2025
2025-05-22,42.94912708333334,8.907800833333333,20.1928125,33.8353125,0.18966758333333333,23.4,London Marylebone Road,3,2,2025
2025-05-23,32.920734583333335,29.9352,44.03739130434783,89.92907608695653,0.28474391666666665,26.6,London Marylebone Road,4,2,2025
2025-05-24,21.295782083333332,11.86716857142857,18.7425,36.93857142857143,0.285229,16.8,London Marylebone Road,5,2,2025
2025-05-25,38.79973416666667,15.862402173913042,24.854184782608694,49.18451086956522,0.24884775,14.7,London Marylebone Road,6,2,2025
2025-05-26,47.83027666666666,17.60252125,23.6671875,50.67328125,0.24108641666666666,18.8,London Marylebone Road,0,2,2025
2025-05-27,31.73163,34.61777208333333,29.603906249999998,82.64390625,0.26679583333333334,15.1,London Marylebone Road,1,2,2025
2025-05-28,36.81234958333334,17.425820416666667,28.9425,55.6378125,0.2357505,14.9,London Marylebone Road,2,2,2025
2025-05-29,21.336636086956524,37.112372083333334,27.51609375,84.436875,0.27213175,17.5,London Marylebone Road,3,2,2025
2025-05-30,15.533198333333333,38.4480225,28.56,87.52078125000001,0.27358699999999997,15.6,London Marylebone Road,4,2,2025
2025-05-31,24.854780416666667,22.570932916666667,25.6434375,60.267656249999995,0.25369858333333334,14.5,London Marylebone Road,5,2,2025
2025-06-01,45.11945083333333,13.491628333333333,24.31265625,45.03140625,0.25515383333333336,12.2,London Marylebone Road,6,2,2025
2025-06-02,47.3479825,17.690871666666666,24.56765625,51.701249999999995,0.24399691666666667,22.7,London Marylebone Road,0,2,2025
2025-06-03,39.52317541666667,27.560132916666664,31.30921875,73.5515625,0.27788947826086957,48.7,London Marylebone Road,1,2,2025
2025-06-04,25.998528181818184,35.74327956521739,38.29989130434783,93.09717391304348,0.3274945217391304,16.2,London Marylebone Road,2,2,2025
2025-06-05,21.9028075,38.15698583333333,38.54484375,97.01156250000001,0.33664783333333337,12.4,London Marylebone Road,3,2,2025
2025-06-06,29.636145,30.985010833333334,32.5921875,80.10984375,0.3094831666666667,18.4,London Marylebone Road,4,2,2025
2025-06-07,26.759010833333335,22.253910833333332,27.03796875,61.16015625,0.28474391666666665,8.8,London Marylebone Road,5,2,2025
2025-06-08,37.46095208333333,10.789145,19.2525,35.80359375,0.24254166666666666,19.7,London Marylebone Road,6,2,2025
2025-06-09,39.6645375,31.270850416666665,35.500781249999996,83.44875,0.39146225,17.7,London Marylebone Road,0,2,2025
2025-06-10,37.55242166666667,20.008770833333333,23.45203125,54.12375,0.28377375,22.8,London Marylebone Road,1,2,2025
2025-06-11,37.386113333333334,23.63362347826087,38.26663043478261,74.47940217391304,0.32646108333333335,19.5,London Marylebone Road,2,2,2025
2025-06-12,46.33350166666667,24.156043333333333,48.553593750000005,85.5684375,0.4360899166666667,19.5,London Marylebone Road,3,2,2025
2025-06-13,38.126185416666665,25.01356208333333,41.031093750000004,79.39265625,0.32209533333333334,22.8,London Marylebone Road,4,2,2025
2025-06-14,50.01723125,14.03483652173913,24.87913043478261,46.407228260869566,0.30463233333333334,19.3,London Marylebone Road,5,2,2025
2025-06-15,37.479246,,,,0.3031981739130435,16.0,London Marylebone Road,6,2,2025
2025-06-16,45.47345,20.126886363636363,46.14340909090909,77.03897727272727,0.29153508333333333,15.8,London Marylebone Road,0,2,2025
2025-06-17,36.33005541666667,26.853329583333334,45.127031249999995,86.3334375,0.31530416666666666,17.1,London Marylebone Road,1,2,2025
2025-06-18,47.08984304347826,14.474103043478262,35.805326086956526,58.040217391304346,0.292062347826087,17.1,London Marylebone Road,2,2,2025
2025-06-19,62.2159475,21.874523749999998,60.522656250000004,94.08703125,0.3366478333333333,27.4,London Marylebone Road,3,2,2025
2025-06-20,53.16877416666667,25.1642775,69.65484375,108.25546874999999,0.33858816666666663,32.3,London Marylebone Road,4,2,2025
2025-06-21,56.69451083333333,12.11440125,52.888593750000005,71.431875,0.3036621666666667,24.7,London Marylebone Road,5,2,2025
2025-06-22,51.62210666666667,9.336931428571429,27.458035714285717,41.801785714285714,0.25515383333333336,18.3,London Marylebone Road,6,2,2025
2025-06-23,42.22568583333334,21.441087,36.2323125,69.1081875,0.26000466666666666,17.9,London Marylebone Road,0,2,2025
2025-06-24,25.702952916666664,35.15826875,34.48875,88.4053125,0.3007516666666667,18.7,London Marylebone Road,1,2,2025
2025-06-25,20.622233333333334,39.72130791666667,36.15421875,97.06734375,0.30608758333333336,14.1,London Marylebone Road,2,2,2025
2025-06-26,24.597002500000002,31.333215416666665,34.058437500000004,82.09406249999999,0.29153508333333333,17.5,London Marylebone Road,3,2,2025
2025-06-27,30.767041666666668,33.96293958333333,36.5128125,88.580625,0.29347541666666666,16.2,London Marylebone Road,4,2,2025
2025-06-28,19.591121666666666,22.430611666666668,23.635312499999998,58.03640625,0.261945,10.0,London Marylebone Road,5,2,2025
2025-06-29,27.21827769230769,8.242574166666667,17.849999999999998,30.4725,0.23138475,10.9,London Marylebone Road,6,2,2025
2025-06-30,36.00575416666667,21.25087375,39.405468750000004,71.98171875,0.3007516666666667,23.4,London Marylebone Road,0,2,2025
2025-07-01,58.673579999999994,10.783947916666667,39.67640625,56.20359375,0.2585494166666667,15.6,London Marylebone Road,1,3,2025
2025-07-02,40.11357,5.571273333333334,14.566875000000001,23.0775,0.20550660869565215,19.2,London Marylebone Road,2,3,2025
